,index,bowler,innings,runs,deliveries,wickets,bowled,lbw,caught,c_and_b,stumped,bowling_team,match_id
14894,0,AB Agarkar,2,57,55,2.0,0.0,0.0,2.0,0.0,0.0,India,235831
14895,1,Abdul Razzaq,1,70,60,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,235831
14896,2,Arshad Khan,1,35,30,1.0,0.0,1.0,0.0,0.0,0.0,Pakistan,235831
14897,3,IK Pathan,2,50,62,0.0,0.0,0.0,0.0,0.0,0.0,India,235831
14898,4,M Kartik,2,59,59,1.0,0.0,0.0,1.0,0.0,0.0,India,235831
14899,5,Mohammad Asif,1,30,58,3.0,0.0,0.0,3.0,0.0,0.0,Pakistan,235831
14900,6,Naved-ul-Hasan,1,55,67,4.0,0.0,2.0,2.0,0.0,0.0,Pakistan,235831
14901,7,S Sreesanth,2,72,63,2.0,0.0,0.0,1.0,0.0,0.0,India,235831
14902,8,Shahid Afridi,1,67,61,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,235831
14903,9,Shoaib Malik,1,21,12,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,235831
14904,10,Umar Gul,1,34,19,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,235831
14905,11,V Sehwag,2,11,6,0.0,0.0,0.0,0.0,0.0,0.0,India,235831
14906,12,Z Khan,2,50,48,1.0,0.0,0.0,1.0,0.0,0.0,India,235831
14907,0,CL Cairns,2,28,36,1.0,1.0,0.0,0.0,0.0,0.0,New Zealand,226392
14908,1,CRD Fernando,1,49,62,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,226392
14909,2,DL Vettori,2,50,60,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,226392
14910,3,JEC Franklin,2,37,43,2.0,0.0,0.0,2.0,0.0,0.0,New Zealand,226392
14911,4,JS Patel,2,23,60,2.0,0.0,1.0,1.0,0.0,0.0,New Zealand,226392
14912,5,M Muralitharan,1,42,61,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,226392
14913,6,MF Maharoof,1,48,61,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226392
14914,7,SB Styris,2,22,24,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,226392
14915,8,SE Bond,2,38,59,3.0,1.0,1.0,1.0,0.0,0.0,New Zealand,226392
14916,9,TM Dilshan,1,37,60,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226392
14917,10,WPUJC Vaas,1,35,64,5.0,1.0,0.0,3.0,1.0,0.0,Sri Lanka,226392
14918,0,CL Cairns,1,49,49,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,226391
14919,1,CRD Fernando,2,58,57,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226391
14920,2,DL Vettori,1,48,55,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,226391
14921,3,JDP Oram,1,48,63,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,226391
14922,4,KD Mills,1,42,62,2.0,1.0,0.0,1.0,0.0,0.0,New Zealand,226391
14923,5,M Muralitharan,2,39,61,1.0,0.0,1.0,0.0,0.0,0.0,Sri Lanka,226391
14924,6,MF Maharoof,2,40,37,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,226391
14925,7,RP Arnold,2,18,18,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226391
14926,8,SB Styris,1,17,18,0.0,0.0,0.0,0.0,0.0,0.0,New Zealand,226391
14927,9,SE Bond,1,35,64,1.0,0.0,0.0,1.0,0.0,0.0,New Zealand,226391
14928,10,TM Dilshan,2,38,60,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226391
14929,11,WPUJC Vaas,2,37,66,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226391
14930,0,AJ Hall,1,47,63,3.0,1.0,1.0,1.0,0.0,0.0,South Africa,226386
14931,1,CK Langeveldt,1,45,62,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,226386
14932,2,CRD Fernando,2,30,44,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,226386
14933,3,DW Steyn,1,28,22,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226386
14934,4,GC Smith,1,16,19,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226386
14935,5,HMCM Bandara,2,30,55,4.0,0.0,1.0,2.0,1.0,0.0,Sri Lanka,226386
14936,6,J Botha,1,25,30,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,226386
14937,7,JJ van der Wath,1,39,56,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,226386
14938,8,M Muralitharan,2,28,48,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,226386
14939,9,PDRL Perera,2,40,36,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226386
14940,10,SM Pollock,1,33,62,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,226386
14941,11,ST Jayasuriya,2,6,13,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226386
14942,12,TM Dilshan,2,22,29,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226386
14943,13,WPUJC Vaas,2,17,42,2.0,0.0,1.0,0.0,1.0,0.0,Sri Lanka,226386
14944,0,AJ Hall,1,48,54,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226385
14945,1,CK Langeveldt,1,47,63,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226385
14946,2,GC Smith,1,28,62,3.0,1.0,1.0,1.0,0.0,0.0,South Africa,226385
14947,3,HMCM Bandara,2,47,60,2.0,0.0,0.0,0.0,0.0,2.0,Sri Lanka,226385
14948,4,JJ van der Wath,1,66,52,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226385
14949,5,KMDN Kulasekara,2,22,31,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226385
14950,6,M Muralitharan,2,41,63,3.0,1.0,0.0,2.0,0.0,0.0,Sri Lanka,226385
14951,7,RP Arnold,2,11,6,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226385
14952,8,SM Pollock,1,17,60,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,226385
14953,9,ST Jayasuriya,2,12,19,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226385
14954,10,TM Dilshan,2,44,42,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226385
14955,11,WPUJC Vaas,2,36,57,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226385
14956,0,AJ Hall,2,37,61,2.0,1.0,0.0,0.0,0.0,1.0,South Africa,226384
14957,1,CK Langeveldt,2,60,62,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226384
14958,2,GC Smith,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226384
14959,3,J Botha,2,51,56,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226384
14960,4,JJ van der Wath,2,36,61,2.0,1.0,0.0,0.0,1.0,0.0,South Africa,226384
14961,5,KMDN Kulasekara,1,35,54,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226384
14962,6,M Muralitharan,1,41,61,2.0,0.0,0.0,1.0,0.0,1.0,Sri Lanka,226384
14963,7,PDRL Perera,1,45,42,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,226384
14964,8,SM Pollock,2,50,61,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,226384
14965,9,ST Jayasuriya,1,27,36,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226384
14966,10,TM Dilshan,1,43,48,1.0,0.0,0.0,0.0,1.0,0.0,Sri Lanka,226384
14967,11,WPUJC Vaas,1,55,60,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226384
14968,0,AJ Hall,1,54,64,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226383
14969,1,GC Smith,1,14,18,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226383
14970,2,GJP Kruger,1,56,52,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226383
14971,3,HMCM Bandara,2,31,50,3.0,1.0,0.0,2.0,0.0,0.0,Sri Lanka,226383
14972,4,J Botha,1,49,60,2.0,0.0,1.0,1.0,0.0,0.0,South Africa,226383
14973,5,J Mubarak,2,10,6,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226383
14974,6,KMDN Kulasekara,2,22,38,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,226383
14975,7,M Muralitharan,2,34,54,2.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,226383
14976,8,M Zondeki,1,46,57,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226383
14977,9,PDRL Perera,2,37,37,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226383
14978,10,SM Pollock,1,37,62,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226383
14979,11,TM Dilshan,2,29,36,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226383
14980,12,WPUJC Vaas,2,21,48,2.0,0.0,1.0,1.0,0.0,0.0,Sri Lanka,226383
14981,0,A Symonds,1,53,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226382
14982,1,B Lee,1,41,61,2.0,0.0,0.0,2.0,0.0,0.0,Australia,226382
14983,2,CRD Fernando,2,45,61,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226382
14984,3,GB Hogg,1,47,61,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226382
14985,4,GD McGrath,1,34,61,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226382
14986,5,KMDN Kulasekara,2,36,49,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226382
14987,6,M Muralitharan,2,52,61,1.0,0.0,0.0,0.0,1.0,0.0,Sri Lanka,226382
14988,7,SR Clark,1,37,62,2.0,0.0,0.0,2.0,0.0,0.0,Australia,226382
14989,8,ST Jayasuriya,2,11,12,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226382
14990,9,TM Dilshan,2,24,18,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226382
14991,10,WCA Ganegama,2,20,6,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226382
14992,11,WPUJC Vaas,2,39,48,2.0,1.0,0.0,1.0,0.0,0.0,Sri Lanka,226382
14993,0,A Symonds,1,43,59,3.0,1.0,0.0,2.0,0.0,0.0,Australia,226381
14994,1,B Lee,1,37,63,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226381
14995,2,BJ Hodge,1,16,18,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226381
14996,3,GB Hogg,1,34,61,2.0,2.0,0.0,0.0,0.0,0.0,Australia,226381
14997,4,GD McGrath,1,24,50,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226381
14998,5,HMCM Bandara,2,43,61,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226381
14999,6,KMDN Kulasekara,2,32,54,2.0,1.0,0.0,1.0,0.0,0.0,Sri Lanka,226381
15000,7,M Muralitharan,2,34,61,2.0,1.0,0.0,1.0,0.0,0.0,Sri Lanka,226381
15001,8,NW Bracken,1,45,60,2.0,0.0,0.0,2.0,0.0,0.0,Australia,226381
15002,9,TM Dilshan,2,23,31,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226381
15003,10,WCA Ganegama,2,37,38,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226381
15004,11,WPUJC Vaas,2,41,51,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226381
15005,0,A Symonds,1,44,60,1.0,0.0,0.0,0.0,1.0,0.0,Australia,226380
15006,1,B Lee,1,49,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226380
15007,2,BR Dorey,1,34,25,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226380
15008,3,GB Hogg,1,31,36,1.0,0.0,0.0,0.0,0.0,1.0,Australia,226380
15009,4,HMCM Bandara,2,58,60,4.0,0.0,0.0,4.0,0.0,0.0,Sri Lanka,226380
15010,5,JR Hopes,1,64,37,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226380
15011,6,KMDN Kulasekara,2,21,25,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226380
15012,7,M Muralitharan,2,53,61,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,226380
15013,8,MJ Clarke,1,34,30,1.0,0.0,0.0,0.0,1.0,0.0,Australia,226380
15014,9,NW Bracken,1,39,55,2.0,1.0,0.0,1.0,0.0,0.0,Australia,226380
15015,10,PDRL Perera,2,35,56,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,226380
15016,11,ST Jayasuriya,2,48,50,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,226380
15017,12,WPUJC Vaas,2,32,54,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,226380
15018,0,A Symonds,2,42,60,2.0,0.0,0.0,2.0,0.0,0.0,Australia,226378
15019,1,AJ Hall,1,68,61,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226378
15020,2,B Lee,2,29,38,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226378
15021,3,CK Langeveldt,1,46,39,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226378
15022,4,GB Hogg,2,51,60,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226378
15023,5,GC Smith,1,50,62,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226378
15024,6,J Botha,1,52,60,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226378
15025,7,JJ van der Wath,1,75,61,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226378
15026,8,JR Hopes,2,35,30,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226378
15027,9,M Zondeki,1,40,26,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226378
15028,10,NW Bracken,2,50,55,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226378
15029,11,SR Clark,2,69,61,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226378
15030,0,A Symonds,2,40,55,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226377
15031,1,AJ Hall,1,55,61,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,226377
15032,2,B Lee,2,28,62,4.0,0.0,1.0,3.0,0.0,0.0,Australia,226377
15033,3,BR Dorey,2,46,62,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226377
15034,4,CK Langeveldt,1,47,39,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226377
15035,5,GB Hogg,2,30,44,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226377
15036,6,GC Smith,1,58,61,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226377
15037,7,J Botha,1,12,24,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226377
15038,8,JJ van der Wath,1,81,61,2.0,1.0,0.0,1.0,0.0,0.0,South Africa,226377
15039,9,JR Hopes,2,16,36,1.0,1.0,0.0,0.0,0.0,0.0,Australia,226377
15040,10,SM Pollock,1,20,60,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226377
15041,11,SR Clark,2,34,48,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226377
15042,0,A Symonds,2,15,12,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226376
15043,1,AJ Hall,1,34,57,4.0,0.0,0.0,4.0,0.0,0.0,South Africa,226376
15044,2,B Lee,2,20,62,5.0,4.0,0.0,1.0,0.0,0.0,Australia,226376
15045,3,BR Dorey,2,51,54,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226376
15046,4,DW Steyn,1,49,39,1.0,0.0,0.0,1.0,0.0,0.0,South Africa,226376
15047,5,GB Hogg,2,32,60,3.0,0.0,2.0,1.0,0.0,0.0,Australia,226376
15048,6,GC Smith,1,13,26,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,226376
15049,7,GD McGrath,2,34,55,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226376
15050,8,GJP Kruger,1,29,38,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226376
15051,9,J Botha,1,47,60,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226376
15052,10,JJ van der Wath,1,20,31,2.0,0.0,0.0,2.0,0.0,0.0,South Africa,226376
15053,11,JR Hopes,2,28,42,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226376
15054,12,SM Pollock,1,30,61,2.0,2.0,0.0,0.0,0.0,0.0,South Africa,226376
15055,0,A Symonds,2,14,18,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226375
15056,1,AJ Hall,1,41,60,3.0,1.0,0.0,2.0,0.0,0.0,South Africa,226375
15057,2,B Lee,2,44,63,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226375
15058,3,GC Smith,1,19,30,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226375
15059,4,GD McGrath,2,35,54,2.0,0.0,0.0,2.0,0.0,0.0,Australia,226375
15060,5,GJP Kruger,1,37,60,1.0,1.0,0.0,0.0,0.0,0.0,South Africa,226375
15061,6,JH Kallis,1,23,36,0.0,0.0,0.0,0.0,0.0,0.0,South Africa,226375
15062,7,JR Hopes,2,44,48,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226375
15063,8,M Zondeki,1,64,60,1.0,0.0,0.0,0.0,1.0,0.0,South Africa,226375
15064,9,NW Bracken,2,37,53,1.0,0.0,0.0,1.0,0.0,0.0,Australia,226375
15065,10,SM Pollock,1,30,60,3.0,2.0,0.0,1.0,0.0,0.0,South Africa,226375
15066,11,SR Clark,2,39,62,0.0,0.0,0.0,0.0,0.0,0.0,Australia,226375
15067,0,CRD Fernando,1,58,51,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,225254
15068,1,HMCM Bandara,1,48,43,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225254
15069,2,IR Bell,2,4,7,0.0,0.0,0.0,0.0,0.0,0.0,England,225254
15070,3,JWM Dalrymple,2,47,61,1.0,0.0,0.0,0.0,1.0,0.0,England,225254
15071,4,Kabir Ali,2,67,41,0.0,0.0,0.0,0.0,0.0,0.0,England,225254
15072,5,LE Plunkett,2,44,32,0.0,0.0,0.0,0.0,0.0,0.0,England,225254
15073,6,MF Maharoof,1,51,55,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,225254
15074,7,SJ Harmison,2,89,68,0.0,0.0,0.0,0.0,0.0,0.0,England,225254
15075,8,SL Malinga,1,40,63,4.0,1.0,2.0,1.0,0.0,0.0,Sri Lanka,225254
15076,9,ST Jayasuriya,1,35,30,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,225254
15077,10,TM Dilshan,1,24,19,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225254
15078,11,TT Bresnan,2,28,13,0.0,0.0,0.0,0.0,0.0,0.0,England,225254
15079,12,VS Solanki,2,17,21,1.0,0.0,0.0,1.0,0.0,0.0,England,225254
15080,13,WPUJC Vaas,1,39,50,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225254
15081,0,CRD Fernando,2,47,42,2.0,2.0,0.0,0.0,0.0,0.0,Sri Lanka,225253
15082,1,HMCM Bandara,2,42,61,2.0,0.0,0.0,0.0,0.0,2.0,Sri Lanka,225253
15083,2,IR Bell,1,13,12,1.0,0.0,0.0,1.0,0.0,0.0,England,225253
15084,3,JWM Dalrymple,1,42,62,2.0,0.0,0.0,1.0,1.0,0.0,England,225253
15085,4,Kabir Ali,1,73,64,0.0,0.0,0.0,0.0,0.0,0.0,England,225253
15086,5,LE Plunkett,1,58,56,2.0,1.0,0.0,1.0,0.0,0.0,England,225253
15087,6,MF Maharoof,2,10,7,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225253
15088,7,SJ Harmison,1,42,69,2.0,0.0,0.0,2.0,0.0,0.0,England,225253
15089,8,SL Malinga,2,59,62,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,225253
15090,9,ST Jayasuriya,2,26,18,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225253
15091,10,TM Dilshan,2,46,60,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,225253
15092,11,TT Bresnan,1,56,50,0.0,0.0,0.0,0.0,0.0,0.0,England,225253
15093,12,VS Solanki,1,4,7,0.0,0.0,0.0,0.0,0.0,0.0,England,225253
15094,13,WPUJC Vaas,2,45,47,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225253
15095,0,AGR Loudon,2,35,37,0.0,0.0,0.0,0.0,0.0,0.0,England,225252
15096,1,CRD Fernando,1,65,63,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225252
15097,2,HMCM Bandara,1,34,49,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,225252
15098,3,IR Bell,2,12,6,0.0,0.0,0.0,0.0,0.0,0.0,England,225252
15099,4,JWM Dalrymple,2,38,56,1.0,0.0,0.0,1.0,0.0,0.0,England,225252
15100,5,LE Plunkett,2,45,33,0.0,0.0,0.0,0.0,0.0,0.0,England,225252
15101,6,MF Maharoof,1,35,50,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225252
15102,7,PD Collingwood,2,33,36,0.0,0.0,0.0,0.0,0.0,0.0,England,225252
15103,8,SI Mahmood,2,32,34,0.0,0.0,0.0,0.0,0.0,0.0,England,225252
15104,9,SJ Harmison,2,53,62,0.0,0.0,0.0,0.0,0.0,0.0,England,225252
15105,10,SL Malinga,1,48,62,2.0,1.0,0.0,1.0,0.0,0.0,Sri Lanka,225252
15106,11,ST Jayasuriya,1,27,30,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225252
15107,12,WPUJC Vaas,1,38,54,2.0,1.0,1.0,0.0,0.0,0.0,Sri Lanka,225252
15108,0,JWM Dalrymple,1,41,64,0.0,0.0,0.0,0.0,0.0,0.0,England,225251
15109,1,KP Pietersen,1,23,27,0.0,0.0,0.0,0.0,0.0,0.0,England,225251
15110,2,LE Plunkett,1,56,50,0.0,0.0,0.0,0.0,0.0,0.0,England,225251
15111,3,M Muralitharan,2,50,59,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,225251
15112,4,MF Maharoof,2,38,43,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,225251
15113,5,PD Collingwood,1,29,31,0.0,0.0,0.0,0.0,0.0,0.0,England,225251
15114,6,PDRL Perera,2,38,32,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225251
15115,7,SI Mahmood,1,74,47,2.0,0.0,0.0,2.0,0.0,0.0,England,225251
15116,8,SJ Harmison,1,29,62,3.0,0.0,0.0,3.0,0.0,0.0,England,225251
15117,9,SL Malinga,2,43,50,2.0,0.0,0.0,2.0,0.0,0.0,Sri Lanka,225251
15118,10,ST Jayasuriya,2,50,55,3.0,2.0,0.0,0.0,0.0,1.0,Sri Lanka,225251
15119,11,TT Bresnan,1,34,40,1.0,1.0,0.0,0.0,0.0,0.0,England,225251
15120,12,WPUJC Vaas,2,42,48,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225251
15121,0,CRD Fernando,2,47,52,3.0,1.0,1.0,1.0,0.0,0.0,Sri Lanka,225250
15122,1,JWM Dalrymple,1,27,31,0.0,0.0,0.0,0.0,0.0,0.0,England,225250
15123,2,LE Plunkett,1,26,48,1.0,0.0,0.0,1.0,0.0,0.0,England,225250
15124,3,M Muralitharan,2,47,60,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,225250
15125,4,PD Collingwood,1,29,60,2.0,0.0,0.0,2.0,0.0,0.0,England,225250
15126,5,SI Mahmood,1,52,59,1.0,0.0,0.0,1.0,0.0,0.0,England,225250
15127,6,SJ Harmison,1,43,68,3.0,0.0,0.0,3.0,0.0,0.0,England,225250
15128,7,SL Malinga,2,25,55,3.0,2.0,0.0,1.0,0.0,0.0,Sri Lanka,225250
15129,8,ST Jayasuriya,2,46,54,1.0,0.0,0.0,1.0,0.0,0.0,Sri Lanka,225250
15130,9,TM Dilshan,2,23,36,1.0,1.0,0.0,0.0,0.0,0.0,Sri Lanka,225250
15131,10,TT Bresnan,1,38,60,1.0,1.0,0.0,0.0,0.0,0.0,England,225250
15132,11,WPUJC Vaas,2,37,48,0.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka,225250
15133,0,Abdul Razzaq,2,22,37,2.0,0.0,1.0,1.0,0.0,0.0,Pakistan,225249
15134,1,Iftikhar Anjum,2,30,49,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,225249
15135,2,J Lewis,1,24,61,1.0,1.0,0.0,0.0,0.0,0.0,England,225249
15136,3,JWM Dalrymple,1,11,38,2.0,1.0,0.0,1.0,0.0,0.0,England,225249
15137,4,MH Yardy,1,22,42,1.0,0.0,0.0,1.0,0.0,0.0,England,225249
15138,5,Mohammad Asif,2,54,63,2.0,1.0,0.0,1.0,0.0,0.0,Pakistan,225249
15139,6,Naved-ul-Hasan,2,21,13,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225249
15140,7,PD Collingwood,1,21,50,2.0,1.0,1.0,0.0,0.0,0.0,England,225249
15141,8,SCJ Broad,1,30,60,0.0,0.0,0.0,0.0,0.0,0.0,England,225249
15142,9,SI Mahmood,1,22,62,2.0,1.0,0.0,1.0,0.0,0.0,England,225249
15143,10,Shahid Afridi,2,12,32,2.0,1.0,1.0,0.0,0.0,0.0,Pakistan,225249
15144,0,Abdul Razzaq,2,46,50,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225248
15145,1,J Lewis,1,47,61,2.0,0.0,0.0,2.0,0.0,0.0,England,225248
15146,2,JWM Dalrymple,1,37,61,1.0,0.0,0.0,0.0,1.0,0.0,England,225248
15147,3,KP Pietersen,1,15,19,0.0,0.0,0.0,0.0,0.0,0.0,England,225248
15148,4,MH Yardy,1,24,60,3.0,1.0,0.0,1.0,1.0,0.0,England,225248
15149,5,Mohammad Asif,2,33,61,1.0,0.0,0.0,1.0,0.0,0.0,Pakistan,225248
15150,6,Mohammad Hafeez,2,18,27,1.0,1.0,0.0,0.0,0.0,0.0,Pakistan,225248
15151,7,Naved-ul-Hasan,2,51,59,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225248
15152,8,PD Collingwood,1,8,13,0.0,0.0,0.0,0.0,0.0,0.0,England,225248
15153,9,SCJ Broad,1,30,45,1.0,0.0,0.0,1.0,0.0,0.0,England,225248
15154,10,SI Mahmood,1,50,52,1.0,0.0,1.0,0.0,0.0,0.0,England,225248
15155,11,Shahid Afridi,2,24,31,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225248
15156,12,Shoaib Akhtar,2,35,49,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225248
15157,13,Shoaib Malik,2,11,12,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225248
15158,0,Abdul Razzaq,1,43,49,2.0,1.0,0.0,1.0,0.0,0.0,Pakistan,225247
15159,1,J Lewis,2,32,54,2.0,1.0,0.0,1.0,0.0,0.0,England,225247
15160,2,JWM Dalrymple,2,43,61,1.0,1.0,0.0,0.0,0.0,0.0,England,225247
15161,3,KP Pietersen,2,23,24,0.0,0.0,0.0,0.0,0.0,0.0,England,225247
15162,4,Mohammad Asif,1,49,56,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225247
15163,5,Mohammad Hafeez,1,14,18,0.0,0.0,0.0,0.0,0.0,0.0,Pakistan,225247
15164,6,Naved-ul-Hasan,1,55,62,4.0,1.0,0.0,3.0,0.0,0.0,Pakistan,225247
15165,7,PD Collingwood,2,19,19,0.0,0.0,0.0,0.0,0.0,0.0,England,225247
